Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1580683487.9694905,299,1580683487,968751907,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683488.9772427,300,1580683488,976485013,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683489.9981868,301,1580683489,997519016,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683490.9704978,302,1580683490,969877004,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683491.9979339,303,1580683491,997338056,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683492.9707394,304,1580683492,970029115,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683493.969392,305,1580683493,968702077,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683494.9646218,306,1580683494,963980913,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683495.9641144,307,1580683495,963370084,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683496.9705274,308,1580683496,969881057,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683497.968642,309,1580683497,968070983,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683498.9703388,310,1580683498,969633102,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683499.9905858,311,1580683499,990025043,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683500.9660146,312,1580683500,965415000,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683501.9602325,313,1580683501,959604978,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683502.968043,314,1580683502,967210054,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683503.9933045,315,1580683503,992614030,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683504.965426,316,1580683504,964819908,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683505.9923477,317,1580683505,992085933,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683506.9593356,318,1580683506,959137916,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683507.9598324,319,1580683507,959074974,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683508.9665036,320,1580683508,965869903,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683509.9655612,321,1580683509,965065002,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683510.9651656,322,1580683510,964514970,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683511.96642,323,1580683511,965665102,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683512.9674826,324,1580683512,966689109,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683513.9666607,325,1580683513,966061115,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
